Date,TWD,TWS
2016-09-25 11:05:46,265,20.5878
2016-09-25 11:05:50,246,22.0972
2016-09-25 11:05:54,254,23.3293
2016-09-25 11:05:58,258,25.4629
2016-09-25 11:06:02,288,25.4191
2016-09-25 11:06:06,286,27.2075
2016-09-25 11:06:10,267,25.2364
2016-09-25 11:06:14,282,22.9957
2016-09-25 11:06:18,303,21.3509
2016-09-25 11:06:22,273,21.4399
2016-09-25 11:06:26,259,20.6533
2016-09-25 11:06:30,276,18.756
2016-09-25 11:06:35,276,17.8258
2016-09-25 11:06:39,292,18.1488
2016-09-25 11:06:43,291,18.5709
2016-09-25 11:06:47,318,20.0065
2016-09-25 11:06:51,311,20.8496
2016-09-25 11:06:55,306,23.5476
2016-09-25 11:06:59,274,21.8002
2016-09-25 11:07:03,258,24.7112
2016-09-25 11:07:07,277,21.2348
2016-09-25 11:07:11,280,20.0549
2016-09-25 11:07:15,254,20.8621
2016-09-25 11:07:19,251,19.9227
2016-09-25 11:07:23,277,18.4296
2016-09-25 11:07:27,247,20.6716
2016-09-25 11:07:31,304,17.3779
2016-09-25 11:07:35,290,16.1234
2016-09-25 11:07:39,264,16.2308
2016-09-25 11:07:43,257,18.5479
2016-09-25 11:07:47,273,16.4125
2016-09-25 11:07:51,258,14.827
2016-09-25 11:07:55,273,17.1426
2016-09-25 11:07:59,298,23.6825
2016-09-25 11:08:03,303,22.3952
2016-09-25 11:08:07,356,29.0585
2016-09-25 11:08:11,293,25.2776
2016-09-25 11:08:15,302,25.1515
2016-09-25 11:08:19,327,28.6855
2016-09-25 11:08:23,296,27.4174
2016-09-25 11:08:27,349,32.4148
2016-09-25 11:08:39,280,29.2417
2016-09-25 11:08:43,280,30.8046
2016-09-25 11:08:47,262,31.8629
2016-09-25 11:08:51,246,28.2878
2016-09-25 11:08:55,292,30.3252
2016-09-25 11:08:59,340,35.4594
2016-09-25 11:09:04,292,32.1313
2016-09-25 11:09:08,226,24.9322
2016-09-25 11:09:12,313,30.9461
2016-09-25 11:09:16,250,25.0948
2016-09-25 11:09:20,346,32.1109
2016-09-25 11:09:24,357,33.702
2016-09-25 11:09:28,353,32.3392
2016-09-25 11:09:36,309,28.9948
2016-09-25 11:09:40,335,30.9693
2016-09-25 11:09:44,315,27.9197
2016-09-25 11:09:48,337,29.2741
2016-09-25 11:09:56,330,28.2781
2016-09-25 11:10:00,264,21.509
2016-09-25 11:10:04,261,21.5781
2016-09-25 11:10:08,274,24.3745
2016-09-25 11:10:12,333,28.9455
2016-09-25 11:10:16,349,27.852
2016-09-25 11:10:20,297,23.114
2016-09-25 11:10:24,354,27.0079
2016-09-25 11:10:28,292,19.2055
2016-09-25 11:10:32,346,26.3514
2016-09-25 11:10:36,355,30.6356
2016-09-25 11:10:40,327,31.7797
2016-09-25 11:10:44,279,25.9915
2016-09-25 11:10:48,278,26.6735
2016-09-25 11:10:52,331,31.1862
2016-09-25 11:10:56,290,27.5144
2016-09-25 11:11:00,298,26.8747
2016-09-25 11:11:04,345,31.1934
2016-09-25 11:11:08,318,27.1047
2016-09-25 11:11:12,333,26.8756
2016-09-25 11:11:16,327,26.2573
2016-09-25 11:11:20,303,23.7037
2016-09-25 11:11:24,346,28.0218
2016-09-25 11:11:29,306,22.1057
2016-09-25 11:11:37,329,27.6264
2016-09-25 11:11:41,298,22.7497
2016-09-25 11:11:45,252,19.1131
2016-09-25 11:11:49,279,21.2664
2016-09-25 11:11:53,294,26.8722
2016-09-25 11:11:57,290,25.0931
2016-09-25 11:12:01,254,21.9481
2016-09-25 11:12:05,260,23.0069
2016-09-25 11:12:09,286,26.9605
2016-09-25 11:12:13,302,26.7426
2016-09-25 11:12:17,276,26.1061
2016-09-25 11:12:21,269,24.9189
2016-09-25 11:12:25,312,30.2448
2016-09-25 11:12:29,310,29.6625
2016-09-25 11:12:33,348,32.9234
2016-09-25 11:12:37,314,30.4992
2016-09-25 11:12:41,238,23.7703
2016-09-25 11:12:45,307,32.303
2016-09-25 11:12:49,267,27.2483
2016-09-25 11:12:53,310,32.317
2016-09-25 11:12:57,288,28.0745
2016-09-25 11:13:01,286,27.3392
2016-09-25 11:13:05,289,28.1782
2016-09-25 11:13:09,256,25.3143
2016-09-25 11:13:13,262,25.868
2016-09-25 11:13:17,334,32.9571
2016-09-25 11:13:21,298,28.3995
2016-09-25 11:13:25,285,27.6367
2016-09-25 11:13:29,273,26.1475
2016-09-25 11:13:33,281,26.7452
2016-09-25 11:13:37,296,26.0986
2016-09-25 11:13:41,333,29.6448
2016-09-25 11:13:45,328,28.807
